Title,IMDb Rating,Year,Certificates,Director,Star Cast,Duration (minutes),Star Cast Lower,Star Cast List,Star Cast List Clean,Genres,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Reality-TV,Romance,Sci-Fi,Sport,Thriller,Western,Director_Encoded
once upon a time in china iii,0.5000000000000001,0.6944444444444444,R,hark tsui,"Jet Li, Rosamund Kwan, Siu Chung Mok",0.2915129151291513,"jet li, rosamund kwan, siu chung mok","['jet li', 'rosamund kwan', 'siu chung mok']","['jet li', 'rosamund kwan', 'siu chung mok']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855
catch a fire,0.5000000000000001,0.8240740740740741,PG-13,phillip noyce,"Derek Luke, Tim Robbins, Bonnie Mbuli",0.2029520295202952,"derek luke, tim robbins, bonnie mbuli","['derek luke', 'tim robbins', 'bonnie mbuli']","['derek luke', 'tim robbins', 'bonnie mbuli']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1864
the day that shook the world,0.3928571428571429,0.537037037037037,R,veljko bulajic,"Vladimír Bor, Stevan Bulajic, Paul Jarrico",0.2398523985239852,"vladimír bor, stevan bulajic, paul jarrico","['vladimír bor', 'stevan bulajic', 'paul jarrico']","['vladimír bor', 'stevan bulajic', 'paul jarrico']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2370
the man who saw tomorrow,0.3750000000000001,0.5925925925925926,PG,robert guenette,"Orson Welles, Philip L. Clarke, Ray Laska",0.1623616236162361,"orson welles, philip l. clarke, ray laska","['orson welles', 'philip l. clarke', 'ray laska']","['orson welles', 'philip l. clarke', 'ray laska']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978
the nasty girl,0.6071428571428572,0.6759259259259259,PG-13,michael verhoeven,"Lena Stolze, Hans-Reinhard Müller, Monika Baumgartner",0.1697416974169742,"lena stolze, hans-reinhard müller, monika baumgartner","['lena stolze', 'hans-reinhard müller', 'monika baumgartner']","['lena stolze', 'hans-reinhard müller', 'monika baumgartner']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610
american hot wax,0.5357142857142859,0.5648148148148149,PG,floyd mutrux,"John Kaye, Art Linson",0.1660516605166052,"john kaye, art linson","['john kaye', 'art linson']","['john kaye', 'art linson']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,699
resurrection,0.3750000000000001,0.962962962962963,PG-13,ciaran donnelly,"Joanne Whalley, Vincent Regan, Greta Scacchi",0.1845018450184501,"joanne whalley, vincent regan, greta scacchi","['joanne whalley', 'vincent regan', 'greta scacchi']","['joanne whalley', 'vincent regan', 'greta scacchi']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422
massacre in rome,0.4642857142857144,0.5185185185185185,PG,george p. cosmatos,"Robert Katz, George P. Cosmatos, Lucio De Caro",0.2361623616236162,"robert katz, george p. cosmatos, lucio de caro","['robert katz', 'george p. cosmatos', 'lucio de caro']","['robert katz', 'george p. cosmatos', 'lucio de caro']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,777
miss hokusai,0.5000000000000001,0.9074074074074074,PG-13,keiichi hara,"Yutaka Matsushige, Anne Watanabe, Erica Lindbeck",0.1734317343173431,"yutaka matsushige, anne watanabe, erica lindbeck","['yutaka matsushige', 'anne watanabe', 'erica lindbeck']","['yutaka matsushige', 'anne watanabe', 'erica lindbeck']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1283
the marquise of o,0.5535714285714287,0.5462962962962963,PG,éric rohmer,"Edith Clever, Bruno Ganz, Edda Seippel",0.2066420664206642,"edith clever, bruno ganz, edda seippel","['edith clever', 'bruno ganz', 'edda seippel']","['edith clever', 'bruno ganz', 'edda seippel']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2484
korengal,0.5000000000000001,0.8981481481481481,R,sebastian junger,"La, Monta Caldwell, Miguel Cortez, Stephen Gillespie",0.1402214022140221,"la, monta caldwell, miguel cortez, stephen gillespie","['la', 'monta caldwell', 'miguel cortez', 'stephen gillespie']","['la', 'monta caldwell', 'miguel cortez', 'stephen gillespie']",['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2111
endgame,0.4107142857142858,0.8518518518518519,PG-13,pete travis,"William Hurt, Chiwetel Ejiofor, Jonny Lee Miller",0.2324723247232472,"william hurt, chiwetel ejiofor, jonny lee miller","['william hurt', 'chiwetel ejiofor', 'jonny lee miller']","['william hurt', 'chiwetel ejiofor', 'jonny lee miller']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1817
why we fight,0.7321428571428573,0.8148148148148148,PG-13,eugene jarecki,"Gore Vidal, John Mc, Cain, Ken Adelman",0.1918819188191882,"gore vidal, john mc, cain, ken adelman","['gore vidal', 'john mc', 'cain', 'ken adelman']","['gore vidal', 'john mc', 'cain', 'ken adelman']",['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668
one man's hero,0.3750000000000001,0.7592592592592593,R,lance hool,"Tom Berenger, Joaquim de Almeida, Daniela Romo",0.2767527675276753,"tom berenger, joaquim de almeida, daniela romo","['tom berenger', 'joaquim de almeida', 'daniela romo']","['tom berenger', 'joaquim de almeida', 'daniela romo']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1354
the other conquest,0.4821428571428572,0.75,R,salvador carrasco,"Damián Delgado, José Carlos Rodríguez, Elpidia Carrillo",0.2177121771217712,"damián delgado, josé carlos rodríguez, elpidia carrillo","['damián delgado', 'josé carlos rodríguez', 'elpidia carrillo']","['damián delgado', 'josé carlos rodríguez', 'elpidia carrillo']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2059
hwang jin yi,0.4285714285714286,0.8333333333333334,PG-13,yun-hyeon jang,"Song Hye-kyo, Yoo Ji-tae, Ryu Seung-ryong",0.3542435424354244,"song hye-kyo, yoo ji-tae, ryu seung-ryong","['song hye-kyo', 'yoo ji-tae', 'ryu seung-ryong']","['song hye-kyo', 'yoo ji-tae', 'ryu seung-ryong']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2467
"electric boogaloo: the wild, untold story of cannon films",0.6250000000000002,0.8981481481481481,R,mark hartley,"Sam Firstenberg, David Paulsen, Luigi Cozzi",0.2214022140221402,"sam firstenberg, david paulsen, luigi cozzi","['sam firstenberg', 'david paulsen', 'luigi cozzi']","['sam firstenberg', 'david paulsen', 'luigi cozzi']",['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1482
a film unfinished,0.6250000000000002,0.861111111111111,R,yael hersonski,"Alexander Beyer, Rüdiger Vogler, Hanna Avrutzki",0.1549815498154981,"alexander beyer, rüdiger vogler, hanna avrutzki","['alexander beyer', 'rüdiger vogler', 'hanna avrutzki']","['alexander beyer', 'rüdiger vogler', 'hanna avrutzki']",['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2446
before the rains,0.4642857142857144,0.8333333333333334,PG-13,santosh sivan,"Linus Roache, Rahul Bose, Nandita Das",0.1918819188191882,"linus roache, rahul bose, nandita das","['linus roache', 'rahul bose', 'nandita das']","['linus roache', 'rahul bose', 'nandita das']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2077
the war room,0.6250000000000002,0.7037037037037037,PG,chris hegedus,"James Carville, George Stephanopoulos, Heather Beckel",0.1845018450184501,"james carville, george stephanopoulos, heather beckel","['james carville', 'george stephanopoulos', 'heather beckel']","['james carville', 'george stephanopoulos', 'heather beckel']",['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380
phar lap,0.5892857142857144,0.611111111111111,PG,simon wincer,"Tom Burlinson, Judy Morris, Martin Vaughan",0.2250922509225092,"tom burlinson, judy morris, martin vaughan","['tom burlinson', 'judy morris', 'martin vaughan']","['tom burlinson', 'judy morris', 'martin vaughan']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2154
anatahan,0.5535714285714287,0.3333333333333333,PG,josef von sternberg,"Michiro Maruyama, Tatsuo Asano, Josef von Sternberg",0.1660516605166052,"michiro maruyama, tatsuo asano, josef von sternberg","['michiro maruyama', 'tatsuo asano', 'josef von sternberg']","['michiro maruyama', 'tatsuo asano', 'josef von sternberg']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1200
the legend of fong sai-yuk ,0.5357142857142859,0.7037037037037037,R,corey yuen,"Jet Li, Josephine Siao, Adam Cheng",0.1808118081180811,"jet li, josephine siao, adam cheng","['jet li', 'josephine siao', 'adam cheng']","['jet li', 'josephine siao', 'adam cheng']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445
the last party,0.4821428571428572,0.7037037037037037,R,mark benjamin,Robert Downey Jr.Donovan Leitch Jr.Marc Levin,0.1845018450184501,robert downey jr.donovan leitch jr.marc levin,['robert downey jr.donovan leitch jr.marc levin'],['robert downey jr.donovan leitch jr.marc levin'],['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1473
behind the lines,0.5535714285714287,0.7407407407407407,R,gillies mackinnon,"Jonathan Pryce, James Wilby, Jonny Lee Miller",0.1845018450184501,"jonathan pryce, james wilby, jonny lee miller","['jonathan pryce', 'james wilby', 'jonny lee miller']","['jonathan pryce', 'james wilby', 'jonny lee miller']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792
la ,0.7678571428571429,0.925925925925926,R,daniel lindsay,"Henry Alfaro, Danny Bakewell, John D. Barnett",0.2509225092250922,"henry alfaro, danny bakewell, john d. barnett","['henry alfaro', 'danny bakewell', 'john d. barnett']","['henry alfaro', 'danny bakewell', 'john d. barnett']",['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481
the dacians,0.6607142857142858,0.4537037037037036,PG-13,sergiu nicolaescu,"Pierre Brice, Marie-José Nat, Georges Marchal",0.2361623616236162,"pierre brice, marie-josé nat, georges marchal","['pierre brice', 'marie-josé nat', 'georges marchal']","['pierre brice', 'marie-josé nat', 'georges marchal']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2119
riding giants,0.6964285714285715,0.8055555555555556,PG-13,stacy peralta,"Laird Hamilton, Darrick Doerner, Dave Kalama",0.2177121771217712,"laird hamilton, darrick doerner, dave kalama","['laird hamilton', 'darrick doerner', 'dave kalama']","['laird hamilton', 'darrick doerner', 'dave kalama']",['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2169
honeydripper,0.5000000000000001,0.8333333333333334,PG-13,john sayles,"Danny Glover, Lisa, Gay Hamilton, Yaya Da, Costa",0.2878228782287823,"danny glover, lisa, gay hamilton, yaya da, costa","['danny glover', 'lisa', 'gay hamilton', 'yaya da', 'costa']","['danny glover', 'lisa', 'gay hamilton', 'yaya da', 'costa']",['Crime'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1153
one day in september,0.6964285714285715,0.7592592592592593,R,kevin macdonald,"Michael Douglas, Ankie Spitzer, Jamal Al Gashey",0.1771217712177122,"michael douglas, ankie spitzer, jamal al gashey","['michael douglas', 'ankie spitzer', 'jamal al gashey']","['michael douglas', 'ankie spitzer', 'jamal al gashey']",['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1313
nanking,0.6785714285714287,0.8333333333333334,R,bill guttentag,"Bill Guttentag, Dan Sturman, Elisabeth Bentley",0.1549815498154981,"bill guttentag, dan sturman, elisabeth bentley","['bill guttentag', 'dan sturman', 'elisabeth bentley']","['bill guttentag', 'dan sturman', 'elisabeth bentley']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226
the new legend of shaolin,0.4285714285714286,0.7129629629629629,R,jing wong,"Jet Li, Chingmy Yau, Deannie Ip",0.1808118081180811,"jet li, chingmy yau, deannie ip","['jet li', 'chingmy yau', 'deannie ip']","['jet li', 'chingmy yau', 'deannie ip']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1083
the gatekeepers,0.6607142857142858,0.8796296296296297,PG-13,dror moreh,"Ami Ayalon, Avraham Shalom, Avi Dichter",0.2029520295202952,"ami ayalon, avraham shalom, avi dichter","['ami ayalon', 'avraham shalom', 'avi dichter']","['ami ayalon', 'avraham shalom', 'avi dichter']",['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602
return of the hero,0.4642857142857144,0.9351851851851852,PG,laurent tirard,"Jean Dujardin, Mélanie Laurent, Noémie Merlant",0.1623616236162361,"jean dujardin, mélanie laurent, noémie merlant","['jean dujardin', 'mélanie laurent', 'noémie merlant']","['jean dujardin', 'mélanie laurent', 'noémie merlant']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1368
descendant,0.5714285714285715,0.9722222222222222,PG,margaret brown,"Theodore Arthur, Gary Autrey, Chris Davis",0.2324723247232472,"theodore arthur, gary autrey, chris davis","['theodore arthur', 'gary autrey', 'chris davis']","['theodore arthur', 'gary autrey', 'chris davis']",['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1462
goodbye bafana,0.5714285714285715,0.8333333333333334,R,bille august,"Bille August, Bob Graham, James Gregory",0.2656826568265683,"bille august, bob graham, james gregory","['bille august', 'bob graham', 'james gregory']","['bille august', 'bob graham', 'james gregory']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233
neruda,0.5178571428571429,0.9166666666666666,R,pablo larraín,"Gael García Bernal, Luis Gnecco, Mercedes Morán",0.2250922509225092,"gael garcía bernal, luis gnecco, mercedes morán","['gael garcía bernal', 'luis gnecco', 'mercedes morán']","['gael garcía bernal', 'luis gnecco', 'mercedes morán']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1760
miral,0.4107142857142858,0.861111111111111,R,julian schnabel,Rula Jebreal,0.2435424354243542,rula jebreal,['rula jebreal'],['rula jebreal'],['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1231
the doctor and the devils,0.3928571428571429,0.6296296296296295,R,freddie francis,"Timothy Dalton, Jonathan Pryce, Twiggy",0.1734317343173431,"timothy dalton, jonathan pryce, twiggy","['timothy dalton', 'jonathan pryce', 'twiggy']","['timothy dalton', 'jonathan pryce', 'twiggy']",['Crime'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728
in the shadow of the moon,0.7321428571428573,0.8333333333333334,PG,david sington,"Buzz Aldrin, Alan Bean, Eugene Cernan",0.1992619926199262,"buzz aldrin, alan bean, eugene cernan","['buzz aldrin', 'alan bean', 'eugene cernan']","['buzz aldrin', 'alan bean', 'eugene cernan']",['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542
the assassination of richard nixon,0.5357142857142859,0.8055555555555556,R,niels mueller,"Sean Penn, Naomi Watts, Don Cheadle",0.1808118081180811,"sean penn, naomi watts, don cheadle","['sean penn', 'naomi watts', 'don cheadle']","['sean penn', 'naomi watts', 'don cheadle']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1704
east/west,0.6250000000000002,0.7592592592592593,PG-13,régis wargnier,"Rustam Ibragimbekov, Sergei Bodrov, Louis Gardel",0.2767527675276753,"rustam ibragimbekov, sergei bodrov, louis gardel","['rustam ibragimbekov', 'sergei bodrov', 'louis gardel']","['rustam ibragimbekov', 'sergei bodrov', 'louis gardel']",['Adventure'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2051
the in crowd,0.4285714285714286,0.6574074074074074,PG,mark rosenthal,"Jennifer Runyon, Donovan Leitch Jr.Joe Pantoliano",0.1808118081180811,"jennifer runyon, donovan leitch jr.joe pantoliano","['jennifer runyon', 'donovan leitch jr.joe pantoliano']","['jennifer runyon', 'donovan leitch jr.joe pantoliano']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1490
romero,0.5714285714285715,0.6666666666666666,PG-13,john duigan,"Raul Julia, Richard Jordan, Ana Alicia",0.2066420664206642,"raul julia, richard jordan, ana alicia","['raul julia', 'richard jordan', 'ana alicia']","['raul julia', 'richard jordan', 'ana alicia']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1119
the royal hunt of the sun,0.3928571428571429,0.4814814814814814,G,irving lerner,"Robert Shaw, Christopher Plummer, Nigel Davenport",0.2656826568265683,"robert shaw, christopher plummer, nigel davenport","['robert shaw', 'christopher plummer', 'nigel davenport']","['robert shaw', 'christopher plummer', 'nigel davenport']",['Adventure'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919
glorious ,0.4464285714285716,0.8518518518518519,R,stephen poliakoff,"Romola Garai, Eddie Redmayne, Juno Temple",0.3062730627306273,"romola garai, eddie redmayne, juno temple","['romola garai', 'eddie redmayne', 'juno temple']","['romola garai', 'eddie redmayne', 'juno temple']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2194
the liberator,0.5000000000000001,0.8888888888888888,R,alberto arvelo,"Edgar Ramírez, Erich Wildpret, María Valverde",0.2693726937269373,"edgar ramírez, erich wildpret, maría valverde","['edgar ramírez', 'erich wildpret', 'maría valverde']","['edgar ramírez', 'erich wildpret', 'maría valverde']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
artemisia,0.5000000000000001,0.7407407407407407,R,agnès merlet,"Patrick Amos, Agnès Merlet, Christine Miller",0.1918819188191882,"patrick amos, agnès merlet, christine miller","['patrick amos', 'agnès merlet', 'christine miller']","['patrick amos', 'agnès merlet', 'christine miller']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
royal flash,0.4285714285714286,0.537037037037037,PG,richard lester,"George Mac, Donald Fraser, Thomas Hughes",0.2066420664206642,"george mac, donald fraser, thomas hughes","['george mac', 'donald fraser', 'thomas hughes']","['george mac', 'donald fraser', 'thomas hughes']",['Adventure'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1938
taxi to the dark side,0.642857142857143,0.8333333333333334,R,alex gibney,"Alex Gibney, Brian Keith Allen, Moazzam Begg",0.2214022140221402,"alex gibney, brian keith allen, moazzam begg","['alex gibney', 'brian keith allen', 'moazzam begg']","['alex gibney', 'brian keith allen', 'moazzam begg']",['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
southside with you,0.4285714285714286,0.9166666666666666,PG-13,richard tanne,"Tika Sumpter, Parker Sawyers, Vanessa Bell Calloway",0.1402214022140221,"tika sumpter, parker sawyers, vanessa bell calloway","['tika sumpter', 'parker sawyers', 'vanessa bell calloway']","['tika sumpter', 'parker sawyers', 'vanessa bell calloway']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1946
the silent revolution,0.6250000000000002,0.9351851851851852,PG,lars kraume,"Leonard Scheicher, Tom Gramenz, Lena Klenke",0.2398523985239852,"leonard scheicher, tom gramenz, lena klenke","['leonard scheicher', 'tom gramenz', 'lena klenke']","['leonard scheicher', 'tom gramenz', 'lena klenke']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1360
special section,0.6607142857142858,0.537037037037037,PG,costa-gavras,"Louis Seigner, Roland Bertin, Michael Lonsdale",0.2361623616236162,"louis seigner, roland bertin, michael lonsdale","['louis seigner', 'roland bertin', 'michael lonsdale']","['louis seigner', 'roland bertin', 'michael lonsdale']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,448
the celluloid closet,0.6964285714285715,0.7222222222222222,R,rob epstein,"Vito Russo, Rob Epstein, Jeffrey Friedman",0.2066420664206642,"vito russo, rob epstein, jeffrey friedman","['vito russo', 'rob epstein', 'jeffrey friedman']","['vito russo', 'rob epstein', 'jeffrey friedman']",['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1958
the miracle maker,0.5714285714285715,0.7592592592592593,G,derek w. hayes,"Ralph Fiennes, Michael Bryant, Julie Christie",0.1623616236162361,"ralph fiennes, michael bryant, julie christie","['ralph fiennes', 'michael bryant', 'julie christie']","['ralph fiennes', 'michael bryant', 'julie christie']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570
mad dog morgan,0.3928571428571429,0.5462962962962963,R,philippe mora,"Dennis Hopper, Jack Thompson, David Gulpilil",0.2066420664206642,"dennis hopper, jack thompson, david gulpilil","['dennis hopper', 'jack thompson', 'david gulpilil']","['dennis hopper', 'jack thompson', 'david gulpilil']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1859
mad love,0.4642857142857144,0.7777777777777778,R,vicente aranda,"Pilar López de Ayala, Daniele Liotti, Rosana Pastor",0.2546125461254612,"pilar lópez de ayala, daniele liotti, rosana pastor","['pilar lópez de ayala', 'daniele liotti', 'rosana pastor']","['pilar lópez de ayala', 'daniele liotti', 'rosana pastor']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2372
shanghai triad,0.5714285714285715,0.7222222222222222,R,yimou zhang,"Gong Li, Baotian Li, Xiaoxiao Wang",0.2287822878228782,"gong li, baotian li, xiaoxiao wang","['gong li', 'baotian li', 'xiaoxiao wang']","['gong li', 'baotian li', 'xiaoxiao wang']",['Crime'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2458
